City,State,Latitude,Longitude
"Wolcott",IN,40.759034,-87.042098
"Wolcottville",IN,41.525484,-85.366525
"Wolflake ",IN,41.327874,-85.490121
"Woodburn",IN,41.128114,-84.850513
"Woodlawn Heights",IN,40.118512,-85.696857
"Wooster ",IN,41.206678,-85.737601
"Worthington",IN,39.118379,-86.979796
"Wyatt ",IN,41.528306,-86.166597
"Wynnedale",IN,39.832484,-86.200237
"Yeoman",IN,40.667691,-86.723792
"Yorktown",IN,40.181891,-85.508155
"Young America ",IN,40.568237,-86.34874
"Zanesville",IN,40.915406,-85.279884
"Zionsville",IN,39.99153,-86.32175
"Ackley",IA,42.551695,-93.052272
"Ackworth",IA,41.364227,-93.472304
"Adair",IA,41.500225,-94.644052
"Adel",IA,41.609388,-94.012663
"Afton",IA,41.027589,-94.195296
"Agency",IA,40.996979,-92.307285
"Ainsworth",IA,41.29005,-91.554266
"Akron",IA,42.826768,-96.557027
"Albert City",IA,42.781602,-94.949139
"Albia",IA,41.026511,-92.803778
"Albion",IA,42.112523,-92.98857
"Alburnett",IA,42.148939,-91.620108
"Alden",IA,42.511452,-93.380579
"Alexander",IA,42.804419,-93.478647
"Algona",IA,43.076345,-94.231746
"Alleman",IA,41.815182,-93.612637
"Allerton",IA,40.70827,-93.368638
"Allison",IA,42.751986,-92.795719
"Alta",IA,42.671677,-95.304513
"Alta Vista",IA,43.196679,-92.416938
"Alton",IA,42.987671,-96.009501
"Altoona",IA,41.650639,-93.480018
"Alvord",IA,43.341745,-96.303675
"Amana ",IA,41.803635,-91.875244
"Ames",IA,42.026327,-93.621264
"Anamosa",IA,42.108825,-91.275205
"Anderson ",IA,40.798309,-95.60849
"Andover",IA,41.980058,-90.252835
"Andrew",IA,42.153194,-90.592277
"Anita",IA,41.443693,-94.766015
"Ankeny",IA,41.731281,-93.601074
"Anthon",IA,42.388094,-95.865549
"Aplington",IA,42.581925,-92.883524
"Arcadia",IA,42.086193,-95.043226
"Archer",IA,43.115019,-95.74422
"Aredale",IA,42.833236,-93.005442
"Argo ",IA,41.625766,-90.434092
"Argyle ",IA,40.535848,-91.567696
"Arion",IA,41.947755,-95.462354
"Arispe",IA,40.948971,-94.218997
"Arlington",IA,42.748751,-91.67101
"Armstrong",IA,43.394387,-94.483411
"Arnolds Park",IA,43.360366,-95.129177
"Arthur",IA,42.335353,-95.346906
"Asbury",IA,42.511954,-90.779942
"Ashton",IA,43.309432,-95.790832
"Aspinwall",IA,41.91052,-95.134972
"Atalissa",IA,41.571687,-91.166454
"Athelstan ",IA,40.572702,-94.542631
"Atkins",IA,41.994228,-91.858651
"Atlantic",IA,41.392994,-95.021881
"Auburn",IA,42.249549,-94.877727
"Audubon",IA,41.718019,-94.928372
"Augusta ",IA,40.761765,-91.277226
"Aurelia",IA,42.713066,-95.436848
"Aurora",IA,42.619445,-91.729491
"Avoca",IA,41.482816,-95.337261
"Ayrshire",IA,43.039612,-94.83397
"Badger",IA,42.614131,-94.144602
"Bagley",IA,41.846437,-94.430316
"Baldwin",IA,42.073134,-90.838584
"Balltown",IA,42.637228,-90.869797
"Bancroft",IA,43.292814,-94.217607
"Bankston",IA,42.507589,-90.961303
"Barnes City",IA,41.507033,-92.469541
"Barnum",IA,42.506183,-94.365683
"Bartlett ",IA,40.885338,-95.794666
"Bassett",IA,43.061593,-92.515256
"Batavia",IA,40.994954,-92.167346
"Battle Creek",IA,42.31702,-95.600013
"Baxter",IA,41.8252,-93.152455
"Bayard",IA,41.851095,-94.558554
"Beacon",IA,41.2761,-92.680999
"Beaconsfield",IA,40.807223,-94.050825
"Beaman",IA,42.220109,-92.821567
"Beaver",IA,42.03826,-94.13998
"Beaverdale ",IA,40.84857,-91.20225
"Bedford",IA,40.671152,-94.724292
"Belle Plaine",IA,41.895558,-92.275744
"Bellevue",IA,42.259626,-90.4311
"Belmond",IA,42.846432,-93.608449
"Bennett",IA,41.739777,-90.973587
"Bentley ",IA,41.375546,-95.622501
"Benton",IA,40.70427,-94.359867
"Berkley",IA,41.946481,-94.113621
"Bernard",IA,42.313244,-90.831734
"Bertram",IA,41.95167,-91.537841
"Bettendorf",IA,41.566796,-90.476798
"Bevington",IA,41.359945,-93.784239
"Big Rock ",IA,41.769079,-90.826528
"Birmingham",IA,40.878494,-91.947895
"Blairsburg",IA,42.478373,-93.642798
"Blairstown",IA,41.905984,-92.082229
"Blakesburg",IA,40.961951,-92.634712
"Blanchard",IA,40.580314,-95.221238
"Blencoe",IA,41.930322,-96.082057
"Blockton",IA,40.616881,-94.477841
"Bloomfield",IA,40.749108,-92.417031
"Blue Grass",IA,41.510192,-90.76694
"Bode",IA,42.867984,-94.286241
"Bolan ",IA,43.370968,-93.119014
"Bonaparte",IA,40.701244,-91.800697
"Bondurant",IA,41.696987,-93.451486
"Boone",IA,42.049257,-93.872526
"Bouton",IA,41.85115,-94.010564
"Boxholm",IA,42.173633,-94.106085
"Boyden",IA,43.189116,-96.003151
"Braddyville",IA,40.580603,-95.031244
"Bradford ",IA,42.636716,-93.252388
"Bradgate",IA,42.803155,-94.42057
"Brandon",IA,42.315047,-92.003138
"Brayton",IA,41.544663,-94.930256
"Breda",IA,42.183967,-94.97501
"Bridgewater",IA,41.247107,-94.668949
"Brighton",IA,41.174692,-91.821185
"Bristow",IA,42.773771,-92.907947
"Britt",IA,43.098438,-93.803057
"Bronson",IA,42.409025,-96.210531
"Brooklyn",IA,41.73147,-92.444886
"Brunsville",IA,42.810976,-96.266363
"Buckeye",IA,42.419533,-93.375825
"Buck Grove",IA,41.917703,-95.395193
"Buffalo",IA,41.461288,-90.76888
"Buffalo Center",IA,43.389371,-93.942821
"Burchinal ",IA,43.064797,-93.278516
"Burlington",IA,40.807102,-91.123676
"Burr Oak ",IA,43.457984,-91.861927
"Burt",IA,43.199109,-94.221313
"Bussey",IA,41.205432,-92.884286
"Calamus",IA,41.826415,-90.759673
"California Junction ",IA,41.56017,-95.994752
"Callender",IA,42.361634,-94.295473
"Calmar",IA,43.181104,-91.867965
"Calumet",IA,42.945024,-95.551435
"Camanche",IA,41.792708,-90.276227
"Cambridge",IA,41.90168,-93.53656
"Cantril",IA,40.642898,-92.068372
"Carbon",IA,41.04975,-94.824575
"Carlisle",IA,41.518003,-93.48515
"Carpenter",IA,43.415119,-93.017244
"Carroll",IA,42.070359,-94.864643
"Carson",IA,41.235658,-95.419811
"Carter Lake",IA,41.288533,-95.916872
"Cascade",IA,42.3018,-91.004658
"Casey",IA,41.507457,-94.521366
"Castalia",IA,43.112575,-91.676935
"Castana",IA,42.073358,-95.910388
"Cedar Falls",IA,42.51907,-92.454009
"Cedar Rapids",IA,41.96419,-91.67917
"Center Junction ",IA,42.114127,-91.09034
"Center Point",IA,42.183811,-91.780478
"Centerville",IA,40.729839,-92.872033
"Central City",IA,42.201423,-91.522972
"Centralia",IA,42.4723,-90.836213
"Chapin ",IA,42.835258,-93.222042
"Chariton",IA,41.017447,-93.309629
"Charles City",IA,43.06476,-92.674457
"Charlotte",IA,41.962169,-90.468252
"Charter Oak",IA,42.067838,-95.589526
"Chatsworth",IA,42.916301,-96.514499
"Chelsea",IA,41.920463,-92.394447
"Cherokee",IA,42.749499,-95.552159
"Chester",IA,43.491579,-92.363964
"Chillicothe",IA,41.085939,-92.529673
"Churdan",IA,42.154065,-94.477863
"Cincinnati",IA,40.63095,-92.922199
"Clare",IA,42.587439,-94.344414
"Clarence",IA,41.885751,-91.057925
"Clarinda",IA,40.737707,-95.033748
"Clarion",IA,42.731971,-93.729808
"Clarksville",IA,42.779238,-92.668408
"Clayton",IA,42.902269,-91.149305
"Clearfield",IA,40.800636,-94.483018
"Clear Lake",IA,43.13509,-93.373651
"Cleghorn",IA,42.812518,-95.71273
"Clemons",IA,42.113915,-93.158684
"Clermont",IA,42.999591,-91.652252
"Climbing Hill ",IA,42.339375,-96.081085
"Clinton",IA,41.842365,-90.242816
"Clio",IA,40.63603,-93.451392
"Clive",IA,41.613586,-93.799124
"Clutier",IA,42.079326,-92.403559
"Coalville ",IA,42.440137,-94.115789
"Coburg",IA,40.918635,-95.26549
"Coggon",IA,42.277808,-91.529865
"Coin",IA,40.655828,-95.234878
"Colesburg",IA,42.638761,-91.201119
"Colfax",IA,41.679795,-93.236279
"College Springs",IA,40.621352,-95.120992
"Collins",IA,41.902382,-93.308069
"Colo",IA,42.014531,-93.318587
"Columbus City",IA,41.259178,-91.374738
"Columbus Junction",IA,41.278853,-91.363933
"Colwell",IA,43.157245,-92.591611
"Conesville",IA,41.379644,-91.348585
"Conrad",IA,42.223393,-92.874083
"Conroy ",IA,41.726613,-91.998528
"Conway",IA,40.749048,-94.619349
"Coon Rapids",IA,41.874705,-94.678452
"Coppock",IA,41.164252,-91.714827
"Coralville",IA,41.698795,-91.5968
"Corley ",IA,41.577719,-95.330558
"Corning",IA,40.992369,-94.738794
"Correctionville",IA,42.477592,-95.783158
"Corwith",IA,42.988882,-93.958164
"Corydon",IA,40.75791,-93.317586
"Cotter",IA,41.292494,-91.462028
"Coulter",IA,42.733039,-93.370071
"Council Bluffs",IA,41.236585,-95.852805
"Craig",IA,42.895534,-96.309566
"Crawfordsville",IA,41.213914,-91.536634
"Crescent",IA,41.365275,-95.858937
"Cresco",IA,43.371746,-92.116287
"Creston",IA,41.060314,-94.364727
"Cromwell",IA,41.040489,-94.461779
"Crystal Lake",IA,43.223018,-93.792709
"Cumberland",IA,41.273178,-94.870503
"Cumming",IA,41.484719,-93.761921
"Curlew",IA,42.979699,-94.7378
"Cushing",IA,42.465068,-95.675727
"Cylinder",IA,43.09025,-94.551229
"Dakota City",IA,42.72383,-94.19712
"Dallas Center",IA,41.685546,-93.980711
"Dana",IA,42.107242,-94.23835
"Danbury",IA,42.236429,-95.721581
"Danville",IA,40.859951,-91.314519
"Davenport",IA,41.55682,-90.603948
"Davis City",IA,40.640009,-93.812586
"Dawson",IA,41.843089,-94.220319
"Dayton",IA,42.262208,-94.071108
"Decatur",IA,40.742661,-93.832801
"Decorah",IA,43.301618,-91.78475
"Dedham",IA,41.908421,-94.823323
"Deep River",IA,41.581637,-92.37293
"Defiance",IA,41.825022,-95.340111
"Delaware",IA,42.472106,-91.338269
"Delhi",IA,42.433719,-91.325945
"Delmar",IA,41.998881,-90.607872
"Deloit",IA,42.097175,-95.317356
"Delphos ",IA,40.663177,-94.339571
"Delta",IA,41.322766,-92.33057
"Denison",IA,42.015886,-95.352404
"Denmark ",IA,40.734325,-91.338403
"Denver",IA,42.66822,-92.333942
"Derby",IA,40.930296,-93.456521
"Des Moines",IA,41.57259,-93.610243
"De Soto",IA,41.537777,-94.009953
"DeWitt",IA,41.822712,-90.544087
"Dexter",IA,41.515385,-94.227621
"Diagonal",IA,40.810899,-94.341853
"Diamondhead Lake ",IA,41.554649,-94.259961
"Dickens",IA,43.133805,-95.022243
"Dike",IA,42.464121,-92.625566
"Dixon",IA,41.742124,-90.782371
"Dolliver",IA,43.463561,-94.614271
"Donahue",IA,41.691534,-90.67463
"Donnellson",IA,40.645318,-91.564097
"Doon",IA,43.279281,-96.233092
"Douds ",IA,40.844631,-92.073239
"Dougherty",IA,42.922017,-93.036127
"Dow City",IA,41.927465,-95.494419
"Downey ",IA,41.611962,-91.347263
"Dows",IA,42.658364,-93.502041
"Drakesville",IA,40.798556,-92.481309
"Dubuque",IA,42.498901,-90.707258
"Dumont",IA,42.752196,-92.973652
"Duncan ",IA,43.10822,-93.702135
"Duncombe",IA,42.469788,-93.996792
"Dundee",IA,42.579284,-91.546457
"Dunkerton",IA,42.568498,-92.16002
"Dunlap",IA,41.851949,-95.601935
"Durango",IA,42.561962,-90.775364
"Durant",IA,41.601134,-90.91381
"Dyersville",IA,42.48241,-91.116615
"Dysart",IA,42.172071,-92.309095
"Eagle Grove",IA,42.666336,-93.902429
"Earlham",IA,41.49441,-94.122283
"Earling",IA,41.776283,-95.419014
"Earlville",IA,42.482667,-91.27011
"Early",IA,42.461098,-95.152411
"East Amana ",IA,41.808665,-91.852737
"East Peru",IA,41.227029,-93.929512
"Eddyville",IA,41.159335,-92.630333
"Edgewood",IA,42.644237,-91.402209
"Elberon",IA,42.005532,-92.316108
"Eldon",IA,40.918004,-92.218227
"Eldora",IA,42.360533,-93.101295
"Eldridge",IA,41.639034,-90.580918
"Elgin",IA,42.955417,-91.635366
"Elkader",IA,42.857388,-91.402831
"Elkhart",IA,41.79423,-93.52327
"Elk Horn",IA,41.593091,-95.061252
"Elkport",IA,42.741818,-91.274767
"Elk Run Heights",IA,42.468845,-92.256048
"Elliott",IA,41.149365,-95.162954
"Ellston",IA,40.840071,-94.108367
"Ellsworth",IA,42.310239,-93.581877
"Elma",IA,43.245705,-92.438689
"Ely",IA,41.880328,-91.586323
"Emerson",IA,41.01798,-95.402725
"Emmetsburg",IA,43.114798,-94.679579
"Epworth",IA,42.446145,-90.931502
"Essex",IA,40.832802,-95.305347
"Estherville",IA,43.399735,-94.834216
"Evansdale",IA,42.465698,-92.269402
"Everly",IA,43.165075,-95.317519
"Exira",IA,41.591425,-94.881335
"Exline",IA,40.649101,-92.843177
"Fairbank",IA,42.640139,-92.047788
"Fairfax",IA,41.925493,-91.777812
"Fairfield",IA,41.006376,-91.966628
"Fairport ",IA,41.439676,-90.924078
"Farley",IA,42.443736,-91.009182
"Farmersburg",IA,42.959343,-91.366709
"Farmington",IA,40.638812,-91.738964
"Farnhamville",IA,42.276475,-94.407713
"Farragut",IA,40.720099,-95.480798
"Fayette",IA,42.841755,-91.803755
"Fenton",IA,43.218435,-94.427898
"Ferguson",IA,41.938595,-92.862908
"Fertile",IA,43.262295,-93.423199
"Floris",IA,40.8645,-92.332647
"Floyd",IA,43.128185,-92.739944
"Fonda",IA,42.581699,-94.845519
"Fontanelle",IA,41.290039,-94.560204
"Forest City",IA,43.257083,-93.636556
"Fort Atkinson",IA,43.144264,-91.93449
"Fort Dodge",IA,42.509863,-94.175675
"Fort Madison",IA,40.621463,-91.346257
"Fostoria",IA,43.242964,-95.154941
"Franklin",IA,40.666797,-91.511823
"Fraser",IA,42.127025,-93.97461
"Fredericksburg",IA,42.964784,-92.196378
"Frederika",IA,42.883394,-92.306017
"Fredonia",IA,41.284311,-91.339167
"Fremont",IA,41.212483,-92.433721
"Fruitland",IA,41.34745,-91.128785
"Frytown ",IA,41.571949,-91.732134
"Galt",IA,42.693538,-93.604621
"Galva",IA,42.505659,-95.418037
"Garber",IA,42.744245,-91.260656
"Garden City ",IA,42.245521,-93.395378
"Garden Grove",IA,40.826716,-93.60688
"Garnavillo",IA,42.866688,-91.23624
"Garner",IA,43.099971,-93.603118
"Garrison",IA,42.145031,-92.144201
"Garwin",IA,42.093481,-92.679118
"Geneva",IA,42.674846,-93.129833
"George",IA,43.341873,-96.003257
"Gibson",IA,41.480255,-92.392156
"Gilbert",IA,42.106197,-93.646053
"Gilbertville",IA,42.418279,-92.214115
"Gillett Grove",IA,43.016331,-95.036759
"Gilman",IA,41.878881,-92.788118
"Gilmore City",IA,42.726804,-94.436817
"Gladbrook",IA,42.186106,-92.715088
"Glenwood",IA,41.044701,-95.740606
"Glidden",IA,42.057776,-94.726606
"Goldfield",IA,42.735623,-93.917906
"Goodell",IA,42.923826,-93.6141
"Goose Lake",IA,41.96764,-90.381829
"Gowrie",IA,42.277932,-94.289735
"Graettinger",IA,43.23702,-94.750469
"Graf",IA,42.493853,-90.873191
"Grafton",IA,43.330678,-93.068714
"Grand Junction",IA,42.032994,-94.236952
"Grand Mound",IA,41.823745,-90.650673
"Grand River",IA,40.819011,-93.963064
"Grandview",IA,41.277115,-91.188077
"Granger",IA,41.757816,-93.817061
"Grant",IA,41.143271,-94.98417
"Granville",IA,42.985344,-95.875011
"Gravity",IA,40.76353,-94.74442
"Gray",IA,41.841711,-94.985863
"Greeley",IA,42.584905,-91.341734
"Greene",IA,42.896506,-92.803538
"Greenfield",IA,41.305797,-94.459268
"Green Mountain ",IA,42.101917,-92.819626
"Greenville",IA,43.016978,-95.146117
"Grimes",IA,41.677649,-93.802099
"Grinnell",IA,41.735236,-92.724902
"Griswold",IA,41.234332,-95.139368
"Grundy Center",IA,42.363729,-92.774017
"Gruver",IA,43.393076,-94.703556
"Guernsey",IA,41.650551,-92.346018
"Guthrie Center",IA,41.677935,-94.499153
"Guttenberg",IA,42.788556,-91.108775
"Halbur",IA,42.005319,-94.971946
"Hamburg",IA,40.605862,-95.657528
"Hamilton",IA,41.17049,-92.904095
"Hampton",IA,42.741989,-93.204992
"Hancock",IA,41.394614,-95.35969
"Hanlontown",IA,43.280934,-93.378907
"Hansell",IA,42.757771,-93.104119
"Harcourt",IA,42.260558,-94.174487
"Hardy",IA,42.81017,-94.0512
"Harlan",IA,41.649529,-95.326788
"Harper",IA,41.363721,-92.050895
"Harpers Ferry",IA,43.200858,-91.152102
"Harris",IA,43.4451,-95.437199
"Hartford",IA,41.457729,-93.403799
"Hartley",IA,43.179058,-95.476755
"Hartwick",IA,41.785608,-92.345194
"Harvey",IA,41.317948,-92.922715
"Hastings",IA,41.025153,-95.494742
"Havelock",IA,42.833019,-94.701025
"Haverhill",IA,41.944144,-92.960721
"Hawarden",IA,43.001314,-96.482908
"Hawkeye",IA,42.937787,-91.950402
"Hayesville",IA,41.2648,-92.247792
"Hayfield ",IA,43.178562,-93.694828
"Hazleton",IA,42.618538,-91.906112
"Hedrick",IA,41.171327,-92.307914
"Henderson",IA,41.139914,-95.430294
"Hiawatha",IA,42.056054,-91.689939
"High Amana ",IA,41.801129,-91.941871
"Hills",IA,41.556611,-91.536295
"Hillsboro",IA,40.837159,-91.711321
"Hinton",IA,42.62279,-96.29815
"Holiday Lake ",IA,41.817971,-92.453517
"Holland",IA,42.400127,-92.798835
"Holstein",IA,42.487149,-95.542877
"Holy Cross",IA,42.601087,-90.996177
"Homestead ",IA,41.761205,-91.87114
"Hopkinton",IA,42.342873,-91.249048
"Hornick",IA,42.228989,-96.096459
"Hospers",IA,43.071919,-95.903678
"Houghton",IA,40.783708,-91.609996
"Hubbard",IA,42.305793,-93.30166
"Hudson",IA,42.434882,-92.451284
"Hull",IA,43.189577,-96.134091
"Humboldt",IA,42.722928,-94.22502
"Humeston",IA,40.860728,-93.497303
"Hutchins ",IA,43.08778,-93.88657
"Huxley",IA,41.896045,-93.592499
"Ida Grove",IA,42.34324,-95.473368
"Imogene",IA,40.877674,-95.429213
"Independence",IA,42.462193,-91.903152
"Indianola",IA,41.362971,-93.565545
"Inwood",IA,43.309209,-96.434357
"Ionia",IA,43.035879,-92.458402
"Iowa City",IA,41.655654,-91.530863
"Iowa Falls",IA,42.51917,-93.267284
"Ireton",IA,42.974897,-96.321609
"Irvington ",IA,43.012876,-94.195715
"Irwin",IA,41.790131,-95.206781
"Jackson Junction",IA,43.10133,-92.04622
"Jacksonville ",IA,41.645074,-95.151693
"Jamaica",IA,41.845358,-94.306963
"Janesville",IA,42.645805,-92.462397
"Jefferson",IA,42.017743,-94.379422
"Jesup",IA,42.47451,-92.065991
"Jewell Junction",IA,42.311582,-93.638693
"Johnston",IA,41.69195,-93.724456
"Joice",IA,43.364147,-93.457308
"Jolley",IA,42.47938,-94.719076
"Kalona",IA,41.487378,-91.701828
"Kamrar",IA,42.389632,-93.727835
"Kanawha",IA,42.93416,-93.793179
"Kellerton",IA,40.710408,-94.049929
"Kelley",IA,41.950866,-93.664958
"Kellogg",IA,41.718036,-92.907157
"Kensett",IA,43.35338,-93.210797
"Kent ",IA,40.953632,-94.461127
"Kent Estates ",IA,41.466488,-91.056876
"Keokuk",IA,40.409546,-91.402511
"Keomah Village",IA,41.286783,-92.536876
"Keosauqua",IA,40.73464,-91.960305
"Keota",IA,41.365129,-91.953314
"Keswick",IA,41.45455,-92.238315
"Keystone",IA,41.999484,-92.198186
"Kimballton",IA,41.627204,-95.074671
"Kingsley",IA,42.586432,-95.967948
"Kingston ",IA,40.97923,-91.045788
"Kinross",IA,41.459056,-91.987297
"Kirkman",IA,41.728596,-95.267062
"Kirkville",IA,41.142286,-92.503565
"Kiron",IA,42.19416,-95.327078
"Klemme",IA,43.009644,-93.601345
"Knierim",IA,42.456339,-94.455871
"Knoxville",IA,41.318484,-93.102624
"Lacona",IA,41.190095,-93.385081
"Ladora",IA,41.755742,-92.185917
"Lake City",IA,42.26767,-94.731054
"Lake Mills",IA,43.417081,-93.531588
"Lake Panorama ",IA,41.721545,-94.404021
"Lake Park",IA,43.446938,-95.324947
"Lakeside",IA,42.617373,-95.177431
"Lake View",IA,42.301996,-95.035761
"Lakota",IA,43.378647,-94.096303
"Lambs Grove",IA,41.700761,-93.079345
"Lamoni",IA,40.619579,-93.930477
"Lamont",IA,42.598552,-91.640388
"La Motte",IA,42.295638,-90.623289
"Lanesboro",IA,42.182541,-94.689769
"Lansing",IA,43.359835,-91.222859
"La Porte City",IA,42.313759,-92.190878
"Larchwood",IA,43.454648,-96.436341
"Larrabee",IA,42.861501,-95.544737
"Latimer",IA,42.762921,-93.365518
"Laurel",IA,41.883997,-92.922312
"Laurens",IA,42.847502,-94.847939
"Lawler",IA,43.071919,-92.152813
"Lawton",IA,42.476974,-96.185092
"Leando ",IA,40.821203,-92.074516
"Le Claire",IA,41.595594,-90.377006
"Ledyard",IA,43.419204,-94.159283
"Le Grand",IA,42.007186,-92.775058
"Lehigh",IA,42.358189,-94.053351
"Leighton",IA,41.338839,-92.786348
"Leland",IA,43.334026,-93.631824
"Le Mars",IA,42.781514,-96.173311
"Lenox",IA,40.883177,-94.557932
"Leon",IA,40.741341,-93.755571
"Le Roy",IA,40.877911,-93.592622
"Lester",IA,43.440293,-96.331416
"Letts",IA,41.330017,-91.23539
"Lewis",IA,41.306403,-95.084269
"Libertyville",IA,40.958218,-92.04962
"Lidderdale",IA,42.122421,-94.783642
"Lime Springs",IA,43.449899,-92.284064
"Lincoln",IA,42.262718,-92.69233
"Linden",IA,41.64274,-94.27002
"Lineville",IA,40.587032,-93.523193
"Linn Grove",IA,42.89389,-95.243647
"Lisbon",IA,41.920514,-91.391611
"Liscomb",IA,42.191262,-93.006282
"Little Cedar ",IA,43.380049,-92.725683
"Little Rock",IA,43.447066,-95.880434
"Little Sioux",IA,41.808191,-96.027402
"Livermore",IA,42.867823,-94.183803
"Lockridge",IA,40.993593,-91.750642
"Logan",IA,41.646003,-95.791311
"Lohrville",IA,42.266945,-94.551547
"Lone Rock",IA,43.220867,-94.325289
"Lone Tree",IA,41.485893,-91.426698
"Long Grove",IA,41.692236,-90.580271
"Lorimor",IA,41.126742,-94.056855
"Lost Nation",IA,41.967548,-90.818139
"Loveland ",IA,41.49702,-95.890225
"Lovilia",IA,41.134735,-92.907907
"Lowden",IA,41.858932,-90.922906
"Lowell ",IA,40.834348,-91.438597
"Low Moor",IA,41.802788,-90.355142
"Luana",IA,43.059422,-91.455727
"Lucas",IA,41.03241,-93.461601
"Luther",IA,41.966902,-93.817641
"Lu Verne",IA,42.90946,-94.083593
"Luxemburg",IA,42.604024,-91.072608
"Luzerne",IA,41.905434,-92.180366
"Lynnville",IA,41.572859,-92.786893
"Lytton",IA,42.423252,-94.860874
"McCallsburg",IA,42.164883,-93.390781
"McCausland",IA,41.743407,-90.445881
"McClelland",IA,41.331616,-95.681396
"Macedonia",IA,41.192259,-95.426544
"McGregor",IA,43.028291,-91.185657
"McIntire",IA,43.435949,-92.593634
"Macksburg",IA,41.214704,-94.185073
"Madrid",IA,41.875688,-93.820526
"Magnolia",IA,41.692671,-95.874139
"Maharishi Vedic City",IA,41.054451,-92.014608
"Malcom",IA,41.706101,-92.55531
"Mallard",IA,42.939394,-94.683394
"Maloy",IA,40.670645,-94.409645
"Malvern",IA,41.003747,-95.584141
"Manchester",IA,42.485339,-91.456086
"Manilla",IA,41.892555,-95.234506
"Manly",IA,43.288254,-93.200815
"Manning",IA,41.90963,-95.064442
"Manson",IA,42.528638,-94.540064
"Mapleton",IA,42.167315,-95.790869
"Maquoketa",IA,42.06053,-90.663862
"Marathon",IA,42.860193,-94.982866
"Marble Rock",IA,42.964608,-92.867772
"Marcus",IA,42.822401,-95.806842
"Marengo",IA,41.796205,-92.068061
"Marion",IA,42.044596,-91.58616
"Marne",IA,41.448857,-95.110897
"Marquette",IA,43.043143,-91.192527
"Marshalltown",IA,42.0343,-92.906266
"Martelle",IA,42.02043,-91.357818
"Martensdale",IA,41.37375,-93.7388
"Martinsburg",IA,41.17877,-92.25189
"Marysville",IA,41.180833,-92.953778
"Mason City",IA,43.147762,-93.200403
"Masonville",IA,42.479808,-91.591513
"Massena",IA,41.250632,-94.769859
"Matlock",IA,43.244307,-95.934382
"Maurice",IA,42.966136,-96.182029
"Maxwell",IA,41.891433,-93.396063
"Maynard",IA,42.773315,-91.878025
"Maysville",IA,41.649532,-90.718296
"Mechanicsville",IA,41.905593,-91.253272
"Mediapolis",IA,41.007901,-91.163705
"Melbourne",IA,41.941623,-93.102304
"Melcher-Dallas",IA,41.226962,-93.241634
"Melrose",IA,40.979074,-93.050824
"Melvin",IA,43.286461,-95.608631
"Menlo",IA,41.522126,-94.403754
"Meriden",IA,42.794537,-95.634142
"Merrill",IA,42.720432,-96.251928
"Meservey",IA,42.915648,-93.473276
"Meyer ",IA,43.461813,-92.701063
"Middle Amana ",IA,41.794765,-91.901539
"Middletown",IA,40.827862,-91.262227
"Miles",IA,42.048121,-90.313318
"Milford",IA,43.341717,-95.145709
"Miller ",IA,43.186371,-93.607646
"Millersburg",IA,41.573345,-92.159358
"Millerton",IA,40.849935,-93.306614
"Milo",IA,41.289284,-93.440373
"Milton",IA,40.671531,-92.161951
"Minburn",IA,41.757564,-94.028481
"Minden",IA,41.469409,-95.543198
"Mineola ",IA,41.141446,-95.694773
"Mingo",IA,41.766212,-93.282532
"Missouri Valley",IA,41.559319,-95.902635
"Mitchell",IA,43.320189,-92.871072
"Mitchellville",IA,41.670401,-93.366444
"Modale",IA,41.618227,-96.012082
"Mona ",IA,43.485981,-92.953441
"Mondamin",IA,41.710035,-96.021466
"Monmouth",IA,42.0751,-90.88223
"Monona",IA,43.049843,-91.391056
"Monroe",IA,41.518945,-93.103739
"Montezuma",IA,41.582991,-92.527828
"Monticello",IA,42.230425,-91.185925
"Montour",IA,41.980306,-92.715062
"Montpelier ",IA,41.461433,-90.811395
"Montrose",IA,40.525347,-91.418407
"Mooar ",IA,40.431939,-91.444612
"Moorhead",IA,41.923267,-95.851415
"Moorland",IA,42.441533,-94.295395
"Moravia",IA,40.891662,-92.819972
"Morley",IA,42.006145,-91.245878
"Morning Sun",IA,41.094139,-91.250598
"Morrison",IA,42.34297,-92.673299
"Moscow ",IA,41.570664,-91.074306
"Moulton",IA,40.685492,-92.676302
"Mount Auburn",IA,42.257284,-92.093859
"Mount Ayr",IA,40.714071,-94.237225
"Mount Pleasant",IA,40.962205,-91.547162
"Mount Sterling ",IA,40.618481,-91.935382
"Mount Union ",IA,41.057704,-91.391398
"Mount Vernon",IA,41.924272,-91.425601
"Moville",IA,42.490235,-96.067924
"Murray",IA,41.041338,-93.948817
"Muscatine",IA,41.419058,-91.067946
"Mystic",IA,40.779175,-92.944387
"Nashua",IA,42.950393,-92.542538
"Nemaha",IA,42.514693,-95.088523
"Neola",IA,41.451904,-95.618914
"Nevada",IA,42.017499,-93.469669
"New Albin",IA,43.497019,-91.287848
"Newell",IA,42.609682,-95.003978
"Newhall",IA,41.993249,-91.967224
"New Hampton",IA,43.056219,-92.314725
"New Hartford",IA,42.568201,-92.621391
"New Haven ",IA,43.283922,-92.642192
"New Liberty",IA,41.715953,-90.877832
"New London",IA,40.922919,-91.400663
"New Market",IA,40.732565,-94.900042
"New Providence",IA,42.281328,-93.171623
"New Sharon",IA,41.470056,-92.650966
"Newton",IA,41.696337,-93.040512
