city,state,state_id,lat,lng
"Easton","Maryland","MD",38.7760,-76.0701
"Edgewood","Maryland","MD",39.4190,-76.2964
"Edmonston","Maryland","MD",38.9502,-76.9332
"Eldorado","Maryland","MD",38.5841,-75.7893
"Elkton","Maryland","MD",39.6066,-75.8209
"Emmitsburg","Maryland","MD",39.7051,-77.3217
"Fairmount Heights","Maryland","MD",38.9016,-76.9153
"Fairwood","Maryland","MD",38.9565,-76.7780
"Federalsburg","Maryland","MD",38.6929,-75.7727
"Forest Heights","Maryland","MD",38.8052,-77.0055
"Fort Meade","Maryland","MD",39.1061,-76.7437
"Fort Ritchie","Maryland","MD",39.7022,-77.5021
"Fountainhead-Orchard Hills","Maryland","MD",39.6878,-77.7173
"Frederick","Maryland","MD",39.4337,-77.4141
"Frenchtown-Rumbly","Maryland","MD",38.0831,-75.8521
"Friendship Heights Village","Maryland","MD",38.9633,-77.0898
"Friendsville","Maryland","MD",39.6624,-79.4044
"Frostburg","Maryland","MD",39.6506,-78.9269
"Fruitland","Maryland","MD",38.3214,-75.6246
"Funkstown","Maryland","MD",39.6068,-77.7053
"Gaithersburg","Maryland","MD",39.1346,-77.2131
"Galena","Maryland","MD",39.3425,-75.8787
"Galestown","Maryland","MD",38.5633,-75.7149
"Garrett Park","Maryland","MD",39.0360,-77.0934
"Glen Echo","Maryland","MD",38.9683,-77.1412
"Glenarden","Maryland","MD",38.9294,-76.8577
"Goldsboro","Maryland","MD",39.0316,-75.7821
"Grantsville","Maryland","MD",39.6969,-79.1528
"Greenbelt","Maryland","MD",38.9953,-76.8885
"Greensboro","Maryland","MD",38.9764,-75.8080
"Hagerstown","Maryland","MD",39.6401,-77.7217
"Hampstead","Maryland","MD",39.6105,-76.8549
"Hancock","Maryland","MD",39.7054,-78.1749
"Havre de Grace","Maryland","MD",39.5480,-76.1146
"Hebron","Maryland","MD",38.4242,-75.6871
"Henderson","Maryland","MD",39.0750,-75.7660
"Highfield-Cascade","Maryland","MD",39.7136,-77.4946
"Highland Beach","Maryland","MD",38.9312,-76.4660
"Hillsboro","Maryland","MD",38.9170,-75.9416
"Hurlock","Maryland","MD",38.6268,-75.8640
"Hyattsville","Maryland","MD",38.9613,-76.9548
"Indian Head","Maryland","MD",38.5987,-77.1555
"Keedysville","Maryland","MD",39.4867,-77.6980
"Kemps Mill","Maryland","MD",39.6268,-77.8137
"Kensington","Maryland","MD",39.0269,-77.0736
"Kitzmiller","Maryland","MD",39.3894,-79.1833
"Konterra","Maryland","MD",39.0774,-76.9023
"La Plata","Maryland","MD",38.5352,-76.9700
"Landover Hills","Maryland","MD",38.9425,-76.8945
"Laurel","Maryland","MD",39.0949,-76.8622
"Laytonsville","Maryland","MD",39.2088,-77.1415
"Leisure World","Maryland","MD",39.1023,-77.0689
"Leonardtown","Maryland","MD",38.3039,-76.6395
"Loch Lynn Heights","Maryland","MD",39.3919,-79.3726
"Lonaconing","Maryland","MD",39.5660,-78.9790
"Luke","Maryland","MD",39.4766,-79.0593
"Manchester","Maryland","MD",39.6585,-76.8881
"Mardela Springs","Maryland","MD",38.4589,-75.7565
"Marlboro Village","Maryland","MD",38.8307,-76.7699
"Martin's Additions","Maryland","MD",38.9796,-77.0693
"Marydel","Maryland","MD",39.1130,-75.7497
"Melwood","Maryland","MD",38.8024,-76.8419
"Middleburg","Maryland","MD",39.7177,-77.7239
"Middletown","Maryland","MD",39.4415,-77.5347
"Midland","Maryland","MD",39.5896,-78.9486
"Millington","Maryland","MD",39.2629,-75.8360
"Morningside","Maryland","MD",38.8266,-76.8897
"Mount Airy","Maryland","MD",39.3742,-77.1534
"Mount Rainier","Maryland","MD",38.9423,-76.9645
"Mountain Lake Park","Maryland","MD",39.4004,-79.3812
"Myersville","Maryland","MD",39.5062,-77.5690
"National Harbor","Maryland","MD",38.7876,-77.0113
"Naval Academy","Maryland","MD",38.9858,-76.4880
"New Carrollton","Maryland","MD",38.9656,-76.8775
"New Market","Maryland","MD",39.3889,-77.2789
"New Windsor","Maryland","MD",39.5443,-77.1012
"North Beach","Maryland","MD",38.7080,-76.5346
"North Brentwood","Maryland","MD",38.9450,-76.9510
"North Chevy Chase","Maryland","MD",39.0020,-77.0740
"North East","Maryland","MD",39.6076,-75.9414
"Oakland","Maryland","MD",39.4165,-79.4022
"Ocean City","Maryland","MD",38.3998,-75.0715
"Oxford","Maryland","MD",38.6850,-76.1702
"Paramount-Long Meadow","Maryland","MD",39.6798,-77.6921
"Perryville","Maryland","MD",39.5737,-76.0668
"Pittsville","Maryland","MD",38.3937,-75.4073
"Pocomoke City","Maryland","MD",38.0635,-75.5553
"Poolesville","Maryland","MD",39.1423,-77.4102
"Port Deposit","Maryland","MD",39.6111,-76.0980
"Port Tobacco Village","Maryland","MD",38.5124,-77.0211
"Preston","Maryland","MD",38.7112,-75.9087
"Princess Anne","Maryland","MD",38.2054,-75.6970
"Queenstown","Maryland","MD",38.9868,-76.1633
"Ridgely","Maryland","MD",38.9528,-75.8828
"Rising Sun","Maryland","MD",39.7003,-76.0587
"Riverdale Park","Maryland","MD",38.9643,-76.9266
"Rock Hall","Maryland","MD",39.1390,-76.2430
"Rockville","Maryland","MD",39.0834,-77.1553
"Rosemont","Maryland","MD",39.3317,-77.6214
"Salisbury","Maryland","MD",38.3756,-75.5865
"Seat Pleasant","Maryland","MD",38.8952,-76.9016
"Secretary","Maryland","MD",38.6081,-75.9470
"Shaft","Maryland","MD",39.6265,-78.9384
"Sharpsburg","Maryland","MD",39.4577,-77.7496
"Sharptown","Maryland","MD",38.5381,-75.7190
"Smithsburg","Maryland","MD",39.6559,-77.5750
"Snow Hill","Maryland","MD",38.1729,-75.3903
"Somerset","Maryland","MD",38.9666,-77.0963
"St. Michaels","Maryland","MD",38.7883,-76.2244
"Sudlersville","Maryland","MD",39.1833,-75.8535
"Summerfield","Maryland","MD",38.9042,-76.8678
"Sykesville","Maryland","MD",39.3716,-76.9716
"Takoma Park","Maryland","MD",38.9810,-77.0028
"Taneytown","Maryland","MD",39.6569,-77.1683
"Templeville","Maryland","MD",39.1361,-75.7676
"Thurmont","Maryland","MD",39.6210,-77.4076
"Trappe","Maryland","MD",38.6634,-76.0518
"Trego-Rohrersville Station","Maryland","MD",39.4291,-77.6748
"Union Bridge","Maryland","MD",39.5731,-77.1744
"University Park","Maryland","MD",38.9719,-76.9445
"Upper Marlboro","Maryland","MD",38.8153,-76.7514
"Vienna","Maryland","MD",38.4811,-75.8318
"Walkersville","Maryland","MD",39.4832,-77.3559
"Washington Grove","Maryland","MD",39.1407,-77.1746
"Westernport","Maryland","MD",39.4880,-79.0429
"Westminster","Maryland","MD",39.5796,-77.0067
"Willards","Maryland","MD",38.3922,-75.3494
"Williamsport","Maryland","MD",39.5973,-77.8180
"Wilson-Conococheague","Maryland","MD",39.6530,-77.8306
"Woodsboro","Maryland","MD",39.5328,-77.3097
"Acushnet Center","Massachusetts","MA",41.6850,-70.9064
"Attleboro","Massachusetts","MA",41.9311,-71.2950
"Beverly","Massachusetts","MA",42.5681,-70.8627
"Boston","Massachusetts","MA",42.3188,-71.0852
"Brockton","Massachusetts","MA",42.0821,-71.0242
"Cambridge","Massachusetts","MA",42.3759,-71.1185
"Chelsea","Massachusetts","MA",42.3959,-71.0325
"Chicopee","Massachusetts","MA",42.1764,-72.5719
"Everett","Massachusetts","MA",42.4064,-71.0545
"Fall River","Massachusetts","MA",41.7136,-71.1015
"Fitchburg","Massachusetts","MA",42.5912,-71.8156
"Framingham","Massachusetts","MA",42.3085,-71.4368
"Gardner","Massachusetts","MA",42.5845,-71.9868
"Gloucester","Massachusetts","MA",42.6260,-70.6897
"Hanscom AFB","Massachusetts","MA",42.4582,-71.2793
"Harwich Center","Massachusetts","MA",41.6923,-70.0694
"Haverhill","Massachusetts","MA",42.7838,-71.0871
"Holyoke","Massachusetts","MA",42.2125,-72.6411
"Lawrence","Massachusetts","MA",42.7002,-71.1626
"Leominster","Massachusetts","MA",42.5209,-71.7717
"Lowell","Massachusetts","MA",42.6389,-71.3217
"Lynn","Massachusetts","MA",42.4781,-70.9664
"Malden","Massachusetts","MA",42.4305,-71.0576
"Mansfield Center","Massachusetts","MA",42.0225,-71.2180
"Marion Center","Massachusetts","MA",41.7042,-70.7629
"Marlborough","Massachusetts","MA",42.3494,-71.5468
"Mattapoisett Center","Massachusetts","MA",41.6666,-70.8056
"Medford","Massachusetts","MA",42.4234,-71.1087
"Melrose","Massachusetts","MA",42.4556,-71.0590
"Methuen Town","Massachusetts","MA",42.7340,-71.1889
"Middleborough Center","Massachusetts","MA",41.8945,-70.9260
"Millis-Clicquot","Massachusetts","MA",42.1648,-71.3544
"Monson Center","Massachusetts","MA",42.0990,-72.3048
"New Bedford","Massachusetts","MA",41.6697,-70.9428
"Newburyport","Massachusetts","MA",42.8124,-70.8878
"Newton","Massachusetts","MA",42.3316,-71.2085
"North Adams","Massachusetts","MA",42.6844,-73.1166
"Northampton","Massachusetts","MA",42.3266,-72.6745
"Northwest Harwich","Massachusetts","MA",41.6917,-70.1026
"Norton Center","Massachusetts","MA",41.9725,-71.1854
"Ocean Bluff-Brant Rock","Massachusetts","MA",42.1006,-70.6626
"Peabody","Massachusetts","MA",42.5335,-70.9725
"Pittsfield","Massachusetts","MA",42.4517,-73.2605
"Quincy","Massachusetts","MA",42.2506,-71.0187
"Revere","Massachusetts","MA",42.4189,-71.0040
"Salem","Massachusetts","MA",42.5129,-70.9021
"Somerville","Massachusetts","MA",42.3908,-71.1014
"Springfield","Massachusetts","MA",42.1155,-72.5395
"Taunton","Massachusetts","MA",41.9036,-71.0943
"The Pinehills","Massachusetts","MA",41.8946,-70.5966
"Waltham","Massachusetts","MA",42.3889,-71.2423
"Watertown Town","Massachusetts","MA",42.3700,-71.1774
"Westfield","Massachusetts","MA",42.1382,-72.7561
"Woburn","Massachusetts","MA",42.4869,-71.1543
"Worcester","Massachusetts","MA",42.2705,-71.8079
"Addison","Michigan","MI",41.9862,-84.3491
"Adrian","Michigan","MI",41.8994,-84.0447
"Ahmeek","Michigan","MI",47.2985,-88.3971
"Akron","Michigan","MI",43.5667,-83.5143
"Alanson","Michigan","MI",45.4425,-84.7871
"Albion","Michigan","MI",42.2478,-84.7572
"Algonac","Michigan","MI",42.6207,-82.5339
"Allegan","Michigan","MI",42.5299,-85.8462
"Allen","Michigan","MI",41.9581,-84.7680
"Allen Park","Michigan","MI",42.2595,-83.2107
"Alma","Michigan","MI",43.3799,-84.6556
"Almont","Michigan","MI",42.9206,-83.0434
"Alpena","Michigan","MI",45.0740,-83.4402
"Alpha","Michigan","MI",46.0441,-88.3776
"Ann Arbor","Michigan","MI",42.2759,-83.7310
"Applegate","Michigan","MI",43.3554,-82.6371
"Armada","Michigan","MI",42.8424,-82.8832
"Ashley","Michigan","MI",43.1873,-84.4762
"Athens","Michigan","MI",42.0866,-85.2356
"Au Gres","Michigan","MI",44.0432,-83.6934
"Auburn","Michigan","MI",43.6021,-84.0756
"Auburn Hills","Michigan","MI",42.6735,-83.2448
"Augusta","Michigan","MI",42.3378,-85.3525
"Bad Axe","Michigan","MI",43.8043,-82.9985
"Baldwin","Michigan","MI",43.8971,-85.8531
"Bancroft","Michigan","MI",42.8766,-84.0658
"Bangor","Michigan","MI",42.3120,-86.1135
"Baraga","Michigan","MI",46.7766,-88.4966
"Baroda","Michigan","MI",41.9541,-86.4879
"Barryton","Michigan","MI",43.7505,-85.1436
"Barton Hills","Michigan","MI",42.3167,-83.7561
"Battle Creek","Michigan","MI",42.2985,-85.2296
"Bay City","Michigan","MI",43.5902,-83.8887
"Bear Lake","Michigan","MI",44.7182,-84.9486
"Beaverton","Michigan","MI",43.8809,-84.4883
"Belding","Michigan","MI",43.0968,-85.2331
"Bellaire","Michigan","MI",44.9739,-85.2057
"Belleville","Michigan","MI",42.2022,-83.4839
"Bellevue","Michigan","MI",42.4443,-85.0187
"Benton Harbor","Michigan","MI",42.1159,-86.4488
"Benzonia","Michigan","MI",44.6161,-86.0989
"Berkley","Michigan","MI",42.4986,-83.1853
"Berrien Springs","Michigan","MI",41.9474,-86.3403
"Bessemer","Michigan","MI",46.4775,-90.0498
"Beulah","Michigan","MI",44.6292,-86.0963
"Beverly Hills","Michigan","MI",42.5220,-83.2423
"Big Rapids","Michigan","MI",43.6992,-85.4806
"Bingham Farms","Michigan","MI",42.5176,-83.2780
"Birch Run","Michigan","MI",43.2503,-83.7911
"Birmingham","Michigan","MI",42.5446,-83.2166
"Blissfield","Michigan","MI",41.8311,-83.8635
"Bloomfield Hills","Michigan","MI",42.5780,-83.2456
"Bloomingdale","Michigan","MI",42.3833,-85.9590
"Boyne City","Michigan","MI",45.2136,-85.0132
"Boyne Falls","Michigan","MI",45.1678,-84.9131
"Breckenridge","Michigan","MI",43.4074,-84.4784
"Breedsville","Michigan","MI",42.3489,-86.0716
"Bridgman","Michigan","MI",41.9396,-86.5652
"Brighton","Michigan","MI",42.5298,-83.7848
"Britton","Michigan","MI",41.9877,-83.8304
"Bronson","Michigan","MI",41.8727,-85.1915
"Brooklyn","Michigan","MI",42.1054,-84.2487
"Brown City","Michigan","MI",43.2115,-82.9880
"Buchanan","Michigan","MI",41.8283,-86.3656
"Buckley","Michigan","MI",44.5033,-85.6720
"Burlington","Michigan","MI",42.1047,-85.0776
"Burr Oak","Michigan","MI",41.8472,-85.3212
"Burton","Michigan","MI",42.9974,-83.6175
"Byron","Michigan","MI",42.8239,-83.9467
"Caberfae","Michigan","MI",44.2492,-85.7256
"Cadillac","Michigan","MI",44.2493,-85.4164
"Caledonia","Michigan","MI",42.7945,-85.5153
"Calumet","Michigan","MI",47.2478,-88.4535
"Camden","Michigan","MI",41.7550,-84.7562
"Capac","Michigan","MI",43.0074,-82.9271
"Carleton","Michigan","MI",42.0572,-83.3899
"Carney","Michigan","MI",45.5935,-87.5547
"Caro","Michigan","MI",43.4891,-83.4025
"Carson City","Michigan","MI",43.1815,-84.8462
"Carsonville","Michigan","MI",43.4257,-82.6730
"Caseville","Michigan","MI",43.9416,-83.2734
"Casnovia","Michigan","MI",43.2336,-85.7895
"Caspian","Michigan","MI",46.0653,-88.6266
"Cass City","Michigan","MI",43.6007,-83.1767
"Cassopolis","Michigan","MI",41.9116,-86.0085
"Cedar Springs","Michigan","MI",43.2201,-85.5535
"Cement City","Michigan","MI",42.0682,-84.3282
"Center Line","Michigan","MI",42.4805,-83.0274
"Central Lake","Michigan","MI",45.0694,-85.2625
"Centreville","Michigan","MI",41.9213,-85.5259
"Charlevoix","Michigan","MI",45.3137,-85.2558
"Charlotte","Michigan","MI",42.5662,-84.8304
"Chatham","Michigan","MI",46.3441,-86.9313
"Cheboygan","Michigan","MI",45.6410,-84.4687
"Chelsea","Michigan","MI",42.3132,-84.0188
"Chesaning","Michigan","MI",43.1851,-84.1200
"Clare","Michigan","MI",43.8259,-84.7630
"Clarksville","Michigan","MI",42.8421,-85.2425
"Clawson","Michigan","MI",42.5367,-83.1504
"Clayton","Michigan","MI",41.8649,-84.2347
"Clifford","Michigan","MI",43.3148,-83.1793
"Climax","Michigan","MI",42.2383,-85.3360
"Clinton","Michigan","MI",42.0699,-83.9687
"Clio","Michigan","MI",43.1773,-83.7355
"Coldwater","Michigan","MI",41.9465,-84.9989
"Coleman","Michigan","MI",43.7588,-84.5869
"Coloma","Michigan","MI",42.1864,-86.3083
"Colon","Michigan","MI",41.9592,-85.3229
"Columbiaville","Michigan","MI",43.1567,-83.4069
"Comstock Northwest","Michigan","MI",42.3219,-85.5180
"Concord","Michigan","MI",42.1762,-84.6456
"Constantine","Michigan","MI",41.8378,-85.6650
"Coopersville","Michigan","MI",43.0658,-85.9341
"Copemish","Michigan","MI",44.4804,-85.9242
"Copper City","Michigan","MI",47.2842,-88.3877
"Corunna","Michigan","MI",42.9837,-84.1162
"Croswell","Michigan","MI",43.2736,-82.6177
"Crystal Downs Country Club","Michigan","MI",44.7014,-86.2311
"Crystal Falls","Michigan","MI",46.0967,-88.3264
"Crystal Mountain","Michigan","MI",44.5216,-86.0032
"Custer","Michigan","MI",43.9511,-86.2196
"Daggett","Michigan","MI",45.4620,-87.6047
"Dansville","Michigan","MI",42.5558,-84.3030
"Davison","Michigan","MI",43.0318,-83.5187
"De Tour Village","Michigan","MI",45.9891,-83.9146
"Dearborn","Michigan","MI",42.3127,-83.2130
"Dearborn Heights","Michigan","MI",42.3164,-83.2769
"Decatur","Michigan","MI",42.1075,-85.9746
"Deckerville","Michigan","MI",43.5265,-82.7420
"Deerfield","Michigan","MI",41.8901,-83.7790
"Detroit","Michigan","MI",42.3834,-83.1024
"DeWitt","Michigan","MI",42.8364,-84.5750
"Dexter","Michigan","MI",42.3319,-83.8803
"Dimondale","Michigan","MI",42.6484,-84.6475
"Douglas","Michigan","MI",42.6411,-86.2083
"Dowagiac","Michigan","MI",41.9834,-86.1126
"Dryden","Michigan","MI",42.9456,-83.1240
"Dundee","Michigan","MI",41.9642,-83.6636
"Durand","Michigan","MI",42.9127,-83.9890
"Eagle","Michigan","MI",42.8098,-84.7909
"East Grand Rapids","Michigan","MI",42.9464,-85.6088
"East Jordan","Michigan","MI",45.1547,-85.1300
"East Lansing","Michigan","MI",42.7480,-84.4836
"East Tawas","Michigan","MI",44.2884,-83.4849
"Eastlake","Michigan","MI",44.2449,-86.2927
"Eastpointe","Michigan","MI",42.4657,-82.9461
"Eaton Rapids","Michigan","MI",42.5091,-84.6531
"Eau Claire","Michigan","MI",41.9853,-86.3040
"Ecorse","Michigan","MI",42.2489,-83.1399
"Edmore","Michigan","MI",43.4073,-85.0367
"Edwardsburg","Michigan","MI",41.7965,-86.0836
"Elberta","Michigan","MI",44.6209,-86.2310
"Elk Rapids","Michigan","MI",44.8949,-85.4053
"Elkton","Michigan","MI",43.8183,-83.1809
"Ellsworth","Michigan","MI",45.1665,-85.2435
"Elsie","Michigan","MI",43.0895,-84.3889
"Emmett","Michigan","MI",42.9934,-82.7653
"Empire","Michigan","MI",44.8126,-86.0594
"Escanaba","Michigan","MI",45.7477,-87.0900
"Essexville","Michigan","MI",43.6123,-83.8423
"Estral Beach","Michigan","MI",41.9869,-83.2357
"Evart","Michigan","MI",43.9003,-85.2751
"Fairgrove","Michigan","MI",43.5245,-83.5434
"Farmington","Michigan","MI",42.4614,-83.3784
"Farmington Hills","Michigan","MI",42.4860,-83.3771
"Farwell","Michigan","MI",43.8363,-84.8677
"Fennville","Michigan","MI",42.5947,-86.1051
"Fenton","Michigan","MI",42.7994,-83.7144
"Ferndale","Michigan","MI",42.4592,-83.1313
"Ferrysburg","Michigan","MI",43.0850,-86.2221
"Fife Lake","Michigan","MI",44.5731,-85.3511
"Flat Rock","Michigan","MI",42.0991,-83.2716
"Flint","Michigan","MI",43.0236,-83.6921
"Flushing","Michigan","MI",43.0637,-83.8403
"Forestville","Michigan","MI",43.6599,-82.6126
"Fountain","Michigan","MI",44.0484,-86.1810
"Fowler","Michigan","MI",43.0041,-84.7411
"Fowlerville","Michigan","MI",42.6596,-84.0743
"Frankenmuth","Michigan","MI",43.3322,-83.7391
"Frankfort","Michigan","MI",44.6361,-86.2332
"Franklin","Michigan","MI",42.5187,-83.3030
"Fraser","Michigan","MI",42.5388,-82.9496
"Free Soil","Michigan","MI",44.1071,-86.2110
"Freeport","Michigan","MI",42.7642,-85.3160
"Fremont","Michigan","MI",43.4633,-85.9537
"Fruitport","Michigan","MI",43.1248,-86.1561
"Gaastra","Michigan","MI",46.0557,-88.6050
"Gagetown","Michigan","MI",43.6572,-83.2449
"Gaines","Michigan","MI",42.8725,-83.9108
"Galesburg","Michigan","MI",42.2911,-85.4182
"Galien","Michigan","MI",41.8015,-86.4995
"Garden","Michigan","MI",45.7730,-86.5529
"Garden City","Michigan","MI",42.3244,-83.3412
"Gaylord","Michigan","MI",45.0208,-84.6809
"Gibraltar","Michigan","MI",42.0960,-83.2029
"Gladstone","Michigan","MI",45.8521,-87.0358
"Gladwin","Michigan","MI",43.9837,-84.4876
"Gobles","Michigan","MI",42.3617,-85.8774
"Goodrich","Michigan","MI",42.9147,-83.5092
"Grand Beach","Michigan","MI",41.7740,-86.7887
"Grand Blanc","Michigan","MI",42.9258,-83.6181
"Grand Haven","Michigan","MI",43.0553,-86.2201
"Grand Ledge","Michigan","MI",42.7534,-84.7448
"Grand Rapids","Michigan","MI",42.9619,-85.6562
"Grandville","Michigan","MI",42.9004,-85.7564
"Grant","Michigan","MI",43.3348,-85.8094
"Grass Lake","Michigan","MI",42.2511,-84.2073
"Grayling","Michigan","MI",44.6566,-84.7091
"Greenville","Michigan","MI",43.1797,-85.2534
"Grosse Pointe","Michigan","MI",42.3915,-82.9118
"Grosse Pointe Farms","Michigan","MI",42.4068,-82.8993
"Grosse Pointe Park","Michigan","MI",42.3794,-82.9287
"Grosse Pointe Woods","Michigan","MI",42.4366,-82.8987
"Hamtramck","Michigan","MI",42.3954,-83.0559
"Hancock","Michigan","MI",47.1367,-88.5979
"Hanover","Michigan","MI",42.1001,-84.5542
"Harbor Beach","Michigan","MI",43.8451,-82.6563
"Harbor Springs","Michigan","MI",45.4326,-84.9890
"Hardwood Acres","Michigan","MI",44.7213,-85.8263
"Harper Woods","Michigan","MI",42.4390,-82.9293
"Harrietta","Michigan","MI",44.3091,-85.7007
"Harrison","Michigan","MI",44.0168,-84.8080
"Harrisville","Michigan","MI",44.6575,-83.2945
"Hart","Michigan","MI",43.6955,-86.3679
"Hartford","Michigan","MI",42.2047,-86.1661
"Hastings","Michigan","MI",42.6498,-85.2886
"Hazel Park","Michigan","MI",42.4619,-83.0977
"Hersey","Michigan","MI",43.8513,-85.4419
"Hesperia","Michigan","MI",43.5691,-86.0407
"Highland Park","Michigan","MI",42.4052,-83.0977
"Hillman","Michigan","MI",45.0648,-83.8974
"Hillsdale","Michigan","MI",41.9267,-84.6356
"Holland","Michigan","MI",42.7677,-86.0984
"Holly","Michigan","MI",42.7987,-83.6220
"Homer","Michigan","MI",42.1461,-84.8103
"Honor","Michigan","MI",44.6666,-86.0201
"Hopkins","Michigan","MI",42.6251,-85.7633
"Houghton","Michigan","MI",47.1118,-88.5675
"Howard City","Michigan","MI",43.3947,-85.4683
"Howell","Michigan","MI",42.6078,-83.9339
"Hubbardston","Michigan","MI",43.0943,-84.8420
"Hudson","Michigan","MI",41.8569,-84.3451
"Hudsonville","Michigan","MI",42.8632,-85.8627
"Huntington Woods","Michigan","MI",42.4816,-83.1685
"Imlay City","Michigan","MI",43.0171,-83.0771
"Inkster","Michigan","MI",42.2935,-83.3148
"Ionia","Michigan","MI",42.9773,-85.0727
"Iron Mountain","Michigan","MI",45.8275,-88.0599
"Iron River","Michigan","MI",46.0966,-88.6396
"Ironwood","Michigan","MI",46.4522,-90.1505
"Ishpeming","Michigan","MI",46.4862,-87.6658
"Ithaca","Michigan","MI",43.2911,-84.5956
"Jackson","Michigan","MI",42.2431,-84.4038
"Jonesville","Michigan","MI",41.9785,-84.6656
"Kalamazoo","Michigan","MI",42.2749,-85.5882
"Kaleva","Michigan","MI",44.3723,-86.0135
"Kalkaska","Michigan","MI",44.7318,-85.1834
"Keego Harbor","Michigan","MI",42.6088,-83.3442
"Kent City","Michigan","MI",43.2202,-85.7539
"Kentwood","Michigan","MI",42.8852,-85.5926
"Kinde","Michigan","MI",43.9405,-82.9963
"Kingsford","Michigan","MI",45.8061,-88.0995
"Kingsley","Michigan","MI",44.5845,-85.5347
"Kingston","Michigan","MI",43.4128,-83.1863
"L'Anse","Michigan","MI",46.7526,-88.4477
"Laingsburg","Michigan","MI",42.8906,-84.3500
"Lake Angelus","Michigan","MI",42.6921,-83.3216
"Lake Ann","Michigan","MI",44.7251,-85.8451
"Lake City","Michigan","MI",44.3297,-85.2085
"Lake Isabella","Michigan","MI",43.6417,-85.0030
"Lake Linden","Michigan","MI",47.1939,-88.4054
"Lake Odessa","Michigan","MI",42.7824,-85.1374
"Lake Orion","Michigan","MI",42.7827,-83.2453
"Lake Victoria","Michigan","MI",42.9168,-84.3749
"Lakeview","Michigan","MI",43.4434,-85.2738
"Lakewood Club","Michigan","MI",43.3761,-86.2563
"Lansing","Michigan","MI",42.7142,-84.5601
"Lapeer","Michigan","MI",43.0447,-83.3253
"Lathrup Village","Michigan","MI",42.4921,-83.2273
"Laurium","Michigan","MI",47.2351,-88.4382
"Lawrence","Michigan","MI",42.2157,-86.0534
"Lawton","Michigan","MI",42.1678,-85.8461
"Le Roy","Michigan","MI",44.0381,-85.4538
"Lennon","Michigan","MI",42.9855,-83.9325
"Leonard","Michigan","MI",42.8652,-83.1429
"Leslie","Michigan","MI",42.4508,-84.4334
"Level Park-Oak Park","Michigan","MI",42.3642,-85.2664
"Lexington","Michigan","MI",43.2671,-82.5374
"Lincoln","Michigan","MI",44.6842,-83.4133
"Lincoln Park","Michigan","MI",42.2432,-83.1811
"Linden","Michigan","MI",42.8194,-83.7811
"Litchfield","Michigan","MI",42.0413,-84.7578
"Livonia","Michigan","MI",42.3972,-83.3733
"Lowell","Michigan","MI",42.9351,-85.3457
"Ludington","Michigan","MI",43.9573,-86.4434
"Luna Pier","Michigan","MI",41.8049,-83.4426
"Luther","Michigan","MI",44.0386,-85.6827
"Lyons","Michigan","MI",42.9834,-84.9456
"Mackinac Island","Michigan","MI",45.8593,-84.6253
"Mackinaw City","Michigan","MI",45.7751,-84.7479
"Madison Heights","Michigan","MI",42.5073,-83.1034
"Mancelona","Michigan","MI",44.9024,-85.0613
"Manchester","Michigan","MI",42.1483,-84.0346
"Manistee","Michigan","MI",44.2439,-86.3242
"Manistee Lake","Michigan","MI",44.7841,-85.0211
"Manistique","Michigan","MI",45.9591,-86.2507
"Manitou Beach-Devils Lake","Michigan","MI",41.9786,-84.2857
"Manton","Michigan","MI",44.4114,-85.4010
"Maple Grove","Michigan","MI",44.7091,-85.8538
"Maple Rapids","Michigan","MI",43.1077,-84.6898
"Marcellus","Michigan","MI",42.0261,-85.8131
"Marine City","Michigan","MI",42.7137,-82.5012
"Marion","Michigan","MI",44.1006,-85.1438
"Marlette","Michigan","MI",43.3268,-83.0806
"Marquette","Michigan","MI",46.5440,-87.4082
"Marshall","Michigan","MI",42.2618,-84.9598
"Martin","Michigan","MI",42.5370,-85.6389
"Marysville","Michigan","MI",42.9084,-82.4806
"Mason","Michigan","MI",42.5806,-84.4427
"Mattawan","Michigan","MI",42.2165,-85.7858
"Maybee","Michigan","MI",42.0125,-83.5096
"Mayville","Michigan","MI",43.3363,-83.3520
"McBain","Michigan","MI",44.1961,-85.2154
"McBride","Michigan","MI",43.3521,-85.0441
"Mecosta","Michigan","MI",43.6210,-85.2304
"Melvin","Michigan","MI",43.1864,-82.8617
"Melvindale","Michigan","MI",42.2802,-83.1782
"Memphis","Michigan","MI",42.8956,-82.7689
"Mendon","Michigan","MI",42.0089,-85.4544
"Menominee","Michigan","MI",45.1221,-87.6234
"Merrill","Michigan","MI",43.4091,-84.3345
"Mesick","Michigan","MI",44.4043,-85.7171
"Metamora","Michigan","MI",42.9422,-83.2897
"Michiana","Michigan","MI",41.7637,-86.8113
"Middleville","Michigan","MI",42.7138,-85.4693
"Midland","Michigan","MI",43.6241,-84.2319
"Milan","Michigan","MI",42.0816,-83.6854
"Milford","Michigan","MI",42.5870,-83.6012
"Millersburg","Michigan","MI",45.3344,-84.0601
"Millington","Michigan","MI",43.2784,-83.5273
"Minden City","Michigan","MI",43.6715,-82.7757
"Monroe","Michigan","MI",41.9155,-83.3849
"Montague","Michigan","MI",43.4128,-86.3636
"Montgomery","Michigan","MI",41.7775,-84.8064
"Montrose","Michigan","MI",43.1765,-83.8932
"Morenci","Michigan","MI",41.7226,-84.2169
"Morley","Michigan","MI",43.4908,-85.4456
